fonctionobjectif= 3
pourcentage= 0.5
decroissance= 0.02
nbiterstagnant= 150
nbiterameliore= 5
f1= 30
f2= 5.276033057851266
f3= 0.9160067519657714
temps= 0.4797999s
nbiterameliore= 10
f1= 40
f2= 5.196694214876056
f3= 0.9160067519657714
temps= 0.4313568s
nbiterameliore= 15
f1= 140
f2= 15.04132231404957
f3= 3.7499611818677066
temps= 0.4575701s
nbiterameliore= 20
f1= 30
f2= 6.082644628099202
f3= 1.0815021414882064
temps= 0.4075369s
nbiterameliore= 25
f1= 120
f2= 12.482644628099177
f3= 3.1354112819272952
temps= 0.4896475s
