fonctionobjectif= 3
pourcentage= 0.5
decroissance= 0.02
nbiterstagnant= 150
nbiterameliore= 5
f1= 20
f2= 5.040000000000009
f3= 0.7531268153505093
temps= 0.3763244s
nbiterameliore= 10
f1= 30
f2= 5.736000000000003
f3= 0.8984430978086481
temps= 0.339429s
nbiterameliore= 15
f1= 60
f2= 8.240000000000009
f3= 1.5515153882575579
temps= 0.2987282s
nbiterameliore= 20
f1= 30
f2= 6.008000000000011
f3= 0.9834632682515398
temps= 0.3000816s
nbiterameliore= 25
f1= 50
f2= 9.104000000000006
f3= 1.5515153882575579
temps= 0.304606s
